      Unix Time              Julian Date        RA      BorS            DEC     MSDPK                   DETPOW             MEANPOW       FINECHAN       COARCHID          ifreq
     1433869514           2457183.250000   6.12861         4        12.5008         0        2945976576.000000    140496896.000000          32301            254        336.355
     1433869514           2457183.250000   6.12861         5        12.5008         0        1881361408.000000     51404544.000000          56174            151        325.109
     1433869514           2457183.250000   6.12861         5        12.5008         0     1075133874176.000000    606232960.000000              0            252        336.109
     1433869514           2457183.250000   6.13014         6        12.4005         0      322134114304.000000    432737536.000000              0            252        336.109
     1433869514           2457183.250000   6.13014         7        12.4005         0        2349602560.000000     60679936.000000          56174            151        325.109
     1433869514           2457183.250000   6.13014         7        12.4005         0       14543734784.000000    112049232.000000              0            252        336.109
     1433869514           2457183.250000   6.13654         8        12.3572         0        1398644992.000000     61219200.000000          44267             67        315.912
     1433869514           2457183.250000   6.13654         8        12.3572         0        2230842112.000000     61321344.000000          44278             67        315.912
     1433869514           2457183.250000   6.13654         8        12.3572         0        2095060480.000000     61334272.000000          44279             67        315.912
     1433869514           2457183.250000   6.13654         8        12.3572         0        1955386880.000000     61341440.000000          44280             67        315.912
     1433869514           2457183.250000   6.13654         8        12.3572         0      288009191424.000000    196773216.000000              0            252        336.109
     1433869514           2457183.250000   6.13654         9        12.3572         0        3067692288.000000    142414816.000000              0             28        311.609
     1433869514           2457183.250000   6.13654         9        12.3572         0        7169627136.000000     89133824.000000          56174            151        325.109
     1433869514           2457183.250000   6.13654         9        12.3572         0        2795073792.000000     88388352.000000          56174            152        325.219
     1433869514           2457183.250000   6.13654         9        12.3572         0        2661654784.000000    121903104.000000          36980            168        326.953
     1433869514           2457183.250000   6.13654         9        12.3572         0      157590044672.000000    224015440.000000              0            252        336.109
     1433869514           2457183.250000   6.14138        10         12.415         0        5409674240.000000    120723968.000000          56174            151        325.109
     1433869514           2457183.250000   6.14138        10         12.415         0      784977821696.000000    578638208.000000              0            252        336.109
     1433869514           2457183.250000   6.14138        11         12.415         0        4111398912.000000     87993344.000000          56174            151        325.109
     1433869514           2457183.250000   6.14138        11         12.415         0        4073444864.000000    151560064.000000          22570            197        330.113
     1433869514           2457183.250000   6.14138        11         12.415         0      243665354752.000000    281839712.000000              0            252        336.109
     1433869514           2457183.250000   6.13981        12         12.516         0        2392410880.000000     98832640.000000          93623             42        3897.11
     1433869514           2457183.250000   6.13981        12         12.516         0        1857472384.000000     88107264.000000          44267             67        315.912
     1433869514           2457183.250000   6.13981        12         12.516         0        2963504896.000000     87881728.000000          44278             67        315.912
     1433869514           2457183.250000   6.13981        12         12.516         0        2949209088.000000     87886592.000000          44279             67        315.912
     1433869514           2457183.250000   6.13981        12         12.516         0        5932538880.000000     61966592.000000          56174            151        325.109
     1433869514           2457183.250000   6.13981        12         12.516         0        3952259328.000000    105153664.000000          22568            197        330.113
     1433869514           2457183.250000   6.13981        12         12.516         0        4698098176.000000    105153216.000000          22569            197        330.113
     1433869514           2457183.250000   6.13981        12         12.516         0        5904333312.000000    105159552.000000          22570            197        330.113
     1433869514           2457183.250000   6.13981        12         12.516         0       73982017536.000000    142427904.000000              0            252        336.109
     1433869514           2457183.250000   6.13981        13         12.516         0        4086875392.000000    157885216.000000              0             28        311.609
     1433869514           2457183.250000   6.13981        13         12.516         0        1541887744.000000     74553344.000000          56173            151        325.109
     1433869514           2457183.250000   6.13981        13         12.516         0       10244492288.000000     74558208.000000          56174            151        325.109
